Date,Adj Close
2021-01-04,1728.239990
2021-01-05,1740.920044
2021-01-06,1735.290039
2021-01-07,1787.250000
2021-01-08,1807.209961
2021-01-11,1766.719971
2021-01-12,1746.550049
2021-01-13,1754.400024
2021-01-14,1740.180054
2021-01-15,1736.189941
2021-01-19,1790.859985
2021-01-20,1886.900024
2021-01-21,1891.250000
2021-01-22,1901.050049
2021-01-25,1899.400024
2021-01-26,1917.239990
2021-01-27,1830.790039
2021-01-28,1863.109985
2021-01-29,1835.739990
