Date,Adj Close
2021-01-04,128.804825
2021-01-05,130.397324
2021-01-06,126.007957
2021-01-07,130.307755
2021-01-08,131.432465
2021-01-11,128.376831
2021-01-12,128.197662
2021-01-13,130.277893
2021-01-14,128.307175
2021-01-15,126.545425
2021-01-19,127.232201
2021-01-20,131.412567
2021-01-21,136.229919
2021-01-22,138.419647
2021-01-25,142.251633
2021-01-26,142.490524
2021-01-27,141.395660
2021-01-28,136.448898
2021-01-29,131.342880
